URL;Summary;Type 
https://www.bcg.com/publications/2022/how-automakers-can-successfully-apply-ai-in-sales-marketing;e see abundant opportunities for automotive OEMs to deploy AI in sales and marketing to improve financial performance. AI can guide automakers on how to target prices and rebates, improving profitability by as much as 5%. It can optimize the pricing of aftermarket parts, yielding up to 5% top-line growth. AI can create better micromarket intelligence, producing up to 3% sales growth. And it can predict inventory needs and optimal vehicle configurations, reducing the number of days an unsold vehicle sits on a dealer’s lot, often by as much as 30%. According to a recent BCG report, the top use cases together can generate 10% to 25% bottom-line growth. For an OEM with $100 billion in sales, this can mean more than $1 billion in incremental operating income.;Consultancy
https://www.bcg.com/publications/2022/how-automakers-can-successfully-apply-ai-in-sales-marketing;"Auto companies have chased these gains by piloting various use cases. However, many have frequently failed to scale the use cases and, consequently, haven’t obtained significant value from their investments. In their quest for exponential or hockey stick growth, OEMs often fail to reach the steep section of the curve.

A variety of challenges contributes to the fail-to-scale pattern. (See Exhibit 1.) For example, automotive companies typically approach AI projects in a disjointed manner. They tap one team to devise the project, another to build a proof of concept (PoC), a third to launch a minimum viable product (MVP), and a fourth to scale the venture. Many AI solutions also fail because their underlying algorithms oversimplify the business problems they are intended to solve, rather than conquer the problems’ complexities.";Consultancy
https://www.bcg.com/publications/2018/artificial-intelligence-factory-future;Machine Vision. Sensing the production environment through visual, x-ray, or laser signals—for example, using a camera to classify parts and products ;Consultancy
https://www.bcg.com/publications/2018/artificial-intelligence-factory-future;Speech Recognition. Processing speech and other acoustic signals—for example, using a virtual assistant similar to Alexa or Siri to process comments from operators about quality issues ;Consultancy
https://www.bcg.com/publications/2018/artificial-intelligence-factory-future;Natural-Language Processing. Parsing text and interpreting its most probable meaning—for example, creating summaries from different performance reports ;Consultancy
https://www.bcg.com/publications/2018/artificial-intelligence-factory-future;Learning from Data. Predicting or classifying values on the basis of empirical production-related data—for example, using historical data generated by machines and processes to predict events;Consultancy
https://www.bcg.com/publications/2018/artificial-intelligence-factory-future;Information Processing. Extracting knowledge from unstructured text and retrieving answers to queries—for example, by searching in production-related text reports;Consultancy
https://www.bcg.com/publications/2018/artificial-intelligence-factory-future;Speech Generation. Communicating with humans via written text or acoustic speech—for example, reading instructions aloud;Consultancy
https://www.bcg.com/publications/2018/artificial-intelligence-factory-future;Handling and Control. Manipulating physical objects—for example, enabling robots to pick unsorted parts from a storage bin without requiring specific training;Consultancy
https://www.bcg.com/publications/2018/artificial-intelligence-factory-future;Navigation and Movement. Maneuvering through physical environments—for example, enabling an AGV to move and optimize its routes autonomously within a factory;Consultancy
https://www.mckinsey.com/industries/automotive-and-assembly/our-insights/the-future-is-now-unlocking-the-promise-of-ai-in-industrials;"Despite this opportunity, many executives remain unsure where to apply AI solutions to capture real bottom-line impact. The result has been slow rates of adoption, with many companies taking a wait-and-see approach rather than diving in.

Rather than endlessly contemplate possible applications, executives should set an overall direction and road map and then narrow their focus to areas in which AI can solve specific business problems and create tangible value. As a first step, industrial leaders could gain a better understanding of AI technology and how it can be used to solve specific business problems. They will then be better positioned to begin experimenting with new application";Consultancy
https://www.mckinsey.com/industries/automotive-and-assembly/our-insights/the-future-is-now-unlocking-the-promise-of-ai-in-industrials;"AI scheduling agents
Some of the most difficult challenges for industrial companies are scheduling complex manufacturing lines, maximizing throughput while minimizing changeover costs, and ensuring on-time delivery of products to customers. AI can help through its ability to consider a multitude of variables at once to identify the optimal solution. For example, in one metals manufacturing plant, an AI scheduling agent was able to reduce yield losses by 20 to 40 percent while significantly improving on-time delivery for customers.

Traditional optimization approaches collapse in an attempt to manage significant uncertainty and fluctuation in supply or demand. This problem has become particularly relevant given all of the supply chain issues over the past year. Using scheduling agents based on reinforcement learning,3 companies can translate this issue into a question—“What order is most likely to maximize profit?”—that yields a clear recommendation.

To solve this problem, companies must first build an environment in which the AI scheduling agent can learn to make good predictions (Exhibit 1). In this situation, relying on historical data (as typical machine learning does) is simply not good enough because the agent will not be able to anticipate future issues (such as supply chain disruptions).

Exhibit 1
Using a digital twin, reinforcement trained an AI scheduling agent.
We strive to provide individuals with disabilities equal access to our website. If you would like information about this content we will be happy to work with you. Please email us at: McKinsey_Website_Accessibility@mckinsey.com
Instead, organizations can start by building a simulation or “digital twin” of the manufacturing line and order book. A scheduling agent can then schedule the line. The agent’s performance is scored based on the cost, throughput, and on-time delivery of products. Next, the agent “plays the scheduling game” millions of times with different types of scenarios. Just as Deep Mind’s AlphaGo agent got better by playing itself, the agent uses deep reinforcement learning to improve scheduling.4 Before long, the agent is able to create high-performance schedules and work with the human schedulers to optimize production.";Consultancy
https://www.mckinsey.com/industries/automotive-and-assembly/our-insights/the-future-is-now-unlocking-the-promise-of-ai-in-industrials;"Knowledge discovery
MOST POPULAR INSIGHTS
Net zero: Next moves for CEOs
What is business transformation?
The future of mobility: Mobility evolves
What is generative AI?
The multiplier effect: How B2B winners grow
Many industrial companies face the common issue of identifying the most relevant data when faced with a specific challenge. AI can accelerate this process by ingesting huge volumes of data and rapidly finding the information most likely to be helpful to the engineers when solving issues. For example, companies can use AI to reduce cumbersome data screening from half an hour to a few seconds, thus unlocking 10 to 20 percent of productivity in highly qualified engineering teams. In addition, AI can also discover relationships in the data previously unknown to the engineer.

After decades of collecting information, companies are often data rich but insights poor, making it almost impossible to navigate the millions of records of structured and unstructured data to find relevant information. This challenge is particularly important when engineers are troubleshooting new issues on highly complex systems (for example, aircraft, spacecraft, and power plants) to find the most relevant procedures, machine performance data, history of operations, and instances of relevant issues on similar subsystems. Engineers are often left relying on their previous experience, talking to other experts, and searching through piles of data to find relevant information. For critical issues, this high-stakes scavenger hunt is stressful at best and often leads to suboptimal outcomes.

Companies can teach AI to navigate text-heavy structured and unstructured technical documents by feeding it important technical dictionaries, lookup tables, and other information. They can then build algorithms to help AI understand semantic relationships between different text. Next, a knowledge graph5 can dynamically create an information network that represents all the semantic and other relationships in the technical documents and data (Exhibit 2). For example, using the knowledge graph, the agent would be able to determine a sensor that is failing was mentioned in a specific procedure that was used to solve an issue in the past. Once the knowledge graph is created, a user interface allows engineers to query the knowledge graph and identify solutions for particular issues. The system can be set up to collect feedback from engineers on whether the information was relevant, which allows the AI to self-learn and improve performance over time.";Consultancy
https://www.mckinsey.com/industries/automotive-and-assembly/our-insights/the-future-is-now-unlocking-the-promise-of-ai-in-industrials;"AI-enabled product system design
For many industrial companies, the system design of their products has become incredibly complex. Organizations can use AI to augment a product’s bill of materials (BoM) with data drawn from its configuration, development, and sourcing. This process identifies opportunities to reuse historical parts, improve existing standard work, and support preproduction definition. With these insights, companies can significantly reduce engineering hours and move to production more quickly.

When a single project can have millions of parts and thousands of submodules and subsystems, it can be nearly impossible for any single engineer to have a full systems view as well as an understanding of the detailed design of individual components, let alone across projects. As a result, systems are redesigned with each new project but overlook opportunities to reuse parts, driving up costs and increasing supply chain complexity. In addition, engineers can face significant rework on projects from not fully understanding interdependencies across the system.

Fortunately, AI approaches do not have such limitations. With sufficient memory and computation, AI-based solutions can easily look across millions of parts and projects and billions of relationships to identify opportunities for reuse and sequence processes to avoid rework related to interdependencies. A network-based representation of the system using BoM can capture complex relationships and hierarchy of the systems (Exhibit 3). This information is augmented by data on engineering hours, materials costs, and quality as well as customer requirements. With this enhanced network build, companies can query and make predictions—for example, what subsystems a customer requirement might affect and the engineering efforts that are most likely to cause rework in a project based on interdependencies.";Consultancy
https://www.mckinsey.com/industries/automotive-and-assembly/our-insights/the-future-is-now-unlocking-the-promise-of-ai-in-industrials;"Product performance optimization
As products have evolved, pushing the boundaries of performance has become increasingly challenging. Industrial companies that can rapidly innovate and bring higher-performing products to market faster are much more likely to gain market share and win in their market segments.

Over the past three decades, computer-aided engineering (CAE) and simulation have helped, but the limits on their computing power are preventing them from fully exploring the design space and optimizing performance on complex problems. For example, components typically have more than ten design parameters, with up to 100 options for each parameter. Because a simulation takes ten hours to run, only a handful of the resulting trillions of potential designs can be explored in a week. Companies that rely on experienced engineers to narrow down the most promising designs to test in a series of designed experiments risk leaving performance on the table.

AI uses a deep-learning neural network to create a digital twin of the component and predict performance (Exhibit 4).6 Organizations can also use Bayesian optimizers to predict the most promising areas of the design space to explore.7 Shifting from exact calculations to a directional problem-solving approach focused on predictions exponentially accelerates the evaluation of design. An engine can generate millions of potential designs that are evaluated using the deep-learning digital twin. A genetic algorithm can then optimize the system for multiple performance metrics at the same time (for example, in automotive top speed and fuel economy).";Consultancy
https://www.mckinsey.com/industries/automotive-and-assembly/our-insights/the-future-is-now-unlocking-the-promise-of-ai-in-industrials;"AI-augmented root cause analysis
Industrial companies build their reputations based on the quality of their products, and innovation is key to continued growth. Winning companies are able to quickly understand the root causes of different product issues, solve them, and integrate those learnings going forward. AI can dramatically speed up this process.

Since the complexity of products and operating conditions has exploded, engineers are struggling to identify root causes and track solutions. As a result, companies are highly dependent on pattern recognition by experienced engineers and spend a lot of time trying to re-create issues in lab environments in an attempt to get to the root cause.

AI and causal modeling8 approaches can reformulate this complexity into a defined business problem: “What are the top five most likely root causes for this issue?” Companies can start by building an event-based data model that connects thousands of variables across the product history and development life cycle, including design configurations, manufacturing parameters, and maintenance and repair history. An AI-based model can then identify the top predictors of incidents related to a specific issue (Exhibit 5). Next, causal modeling approaches separate variables that are correlated from those likely to be causal. A user interface enables engineers to query and find the most likely root causes of new issues.
";Consultancy
https://www.mckinsey.com/capabilities/quantumblack/our-insights/most-of-ais-business-uses-will-be-in-two-areas;"Many business leaders are still not exactly sure where they should apply AI to reap the biggest rewards.
The business areas that traditionally provide the most value to companies tend to be the areas where AI can have the biggest impact.
For example, marketing and sales has often provided significant value.
AI can enable forecasting based on underlying causal drivers of demand rather than prior outcomes, improving forecasting accuracy by 10 to 20 percent.
This translates into a potential 5 percent reduction in inventory costs and revenue increases of 2 to 3 percent
Would you like to learn more about McKinsey Analytics?
While applications of AI cover a full range of functional areas, it is in these two cross-cutting ones—supply-chain management/manufacturing and marketing and sales—where we believe AI can have the biggest impact, at least for in several industries.
AI’s ability to process massive amounts of data, including audio and video, means it can quickly identify anomalies to prevent breakdowns, whether that be an odd sound in an aircraft engine or a malfunction on an assembly line detected by a sensor.
Another way business leaders can home in on where to apply AI is to look at the functions that are already taking advantage of traditional analytics techniques.
We found that the greatest potential for AI to create value is in use cases where neural network techniques could either provide higher performance than established analytical techniques or generate additional insights and applications.
This is true for 69 percent of the AI use cases identified in our study.";Consultancy
https://www2.deloitte.com/us/en/blog/business-operations-room-blog/2022/computer-vision-manufacturing-ai.html;Computer Vision: Quality Inspection – perhaps the most traditional use case for vision, this application began with detecting regions of interest along with the temporal states and AI-driven activity detection.  The analysis in this case is that of a single frame and use cases range from surface defects to dimensional tolerancing. The benefits here include a reduction in quality escapes, less rework, and a reduction in non-value-add inspection time from the front-line.;Consultancy
https://www2.deloitte.com/us/en/blog/business-operations-room-blog/2022/computer-vision-manufacturing-ai.html;Computer Vision: Factory Synchronization and Dynamic Scheduling – uses cameras mounted throughout a facility or loT to track material and product movement in real-time. This information is synced back to other manufacturing systems (e.g., ERP and MES) to dynamically schedule and allocate resources. Improvements from this use case include improved agility, reduction in inventory, and higher OEE.;Consultancy
https://www2.deloitte.com/us/en/blog/business-operations-room-blog/2022/computer-vision-manufacturing-ai.html;Human-to-Machine (cobots) and Machine-to-Machine Collaboration (robots) – the human will never be replaced in the manufacturing facility, but we do know that augmenting them will result in better outcomes. As cobots become more commonplace and we ask robots to turn from a single player to a team-based approach, advanced computer vision techniques will be leveraged to keep people safe and optimize the way a team of robots knocks out a task. Here, one can use either periodic single frame analyses or spatio-temporal analyses that video permits. Benefits here are broad, but worker safety is the key benefit.;Consultancy
https://www2.deloitte.com/us/en/blog/business-operations-room-blog/2022/computer-vision-manufacturing-ai.html;Human Activity and Advancing the Front Line – more to come on this later, but in the way an industrial engineer is tasked with understanding and optimizing various human movements within a facility, computer vision also can. This ranges from manual assembly analytics (think a time study for every single assembly cycle) to automated spaghetti diagrams to social distance tracking. Here, most recent advances in computer vision, the analysis of video streams, is a necessity. This use case is also wide ranging in terms of benefits, but the primary value levers include improved quality and higher productivity of a manufacturer’s largest asset, their workforce.;Consultancy
https://hbr.org/2018/01/artificial-intelligence-for-the-real-world;"Process automation. Of the 152 projects we studied, the most common type was the automation of digital and physical tasks—typically back-office administrative and financial activities—using robotic process automation technologies. RPA is more advanced than earlier business-process automation tools, because the “robots” (that is, code on a server) act like a human inputting and consuming information from multiple IT systems. Tasks include:
transferring data from e-mail and call center systems into systems of record—for example, updating customer files with address changes or service additions;
replacing lost credit or ATM cards, reaching into multiple systems to update records and handle customer communications;
reconciling failures to charge for services across billing systems by extracting information from multiple document types; and
“reading” legal and contractual documents to extract provisions using natural language processing.";Press 
https://hbr.org/2018/01/artificial-intelligence-for-the-real-world;RPA is the least expensive and easiest to implement of the cognitive technologies we’ll discuss here, and typically brings a quick and high return on investment. (It’s also the least “smart” in the sense that these applications aren’t programmed to learn and improve, though developers are slowly adding more intelligence and learning capability.) It is particularly well suited to working across multiple back-end systems.;Press 
https://hbr.org/2018/01/artificial-intelligence-for-the-real-world;At NASA, cost pressures led the agency to launch four RPA pilots in accounts payable and receivable, IT spending, and human resources—all managed by a shared services center. The four projects worked well—in the HR application, for example, 86% of transactions were completed without human intervention—and are being rolled out across the organization. NASA is now implementing more RPA bots, some with higher levels of intelligence. As Jim Walker, project leader for the shared services organization notes, “So far it’s not rocket science.”;Press 
https://hbr.org/2018/01/artificial-intelligence-for-the-real-world;"Cognitive insight. The second most common type of project in our study (38% of the total) used algorithms to detect patterns in vast volumes of data and interpret their meaning. Think of it as “analytics on steroids.” These machine-learning applications are being used to:
predict what a particular customer is likely to buy;Cognitive insights provided by machine learning differ from those available from traditional analytics in three ways: They are usually much more data-intensive and detailed, the models typically are trained on some part of the data set, and the models get better—that is, their ability to use new data to make predictions or put things into categories improves over time.
identify credit fraud in real time and detect insurance claims fraud;
analyze warranty data to identify safety or quality problems in automobiles and other manufactured products;
automate personalized targeting of digital ads; and
provide insurers with more-accurate and detailed actuarial modeling.";Press 
https://hbr.org/2018/01/artificial-intelligence-for-the-real-world;"Cognitive engagement. Projects that engage employees and customers using natural language processing chatbots, intelligent agents, and machine learning were the least common type in our study (accounting for 16% of the total). This category includes:
intelligent agents that offer 24/7 customer service addressing a broad and growing array of issues from password requests to technical support questions—all in the customer’s natural language;
internal sites for answering employee questions on topics including IT, employee benefits, and HR policy;
product and service recommendation systems for retailers that increase personalization, engagement, and sales—typically including rich language or images; and
health treatment recommendation systems that help providers create customized care plans that take into account individual patients’ health status and previous treatments.";Press 
https://hbr.org/2018/01/artificial-intelligence-for-the-real-world;"Bottlenecks. In some cases, the lack of cognitive insights is caused by a bottleneck in the flow of information; knowledge exists in the organization, but it is not optimally distributed. That’s often the case in health care, for example, where knowledge tends to be siloed within practices, departments, or academic medical centers.
Scaling challenges. In other cases, knowledge exists, but the process for using it takes too long or is expensive to scale. Such is often the case with knowledge developed by financial advisers. That’s why many investment and wealth management firms now offer AI-supported “robo-advice” capabilities that provide clients with cost-effective guidance for routine financial issues.";Press 
https://hbr.org/2018/01/artificial-intelligence-for-the-real-world;Inadequate firepower. Finally, a company may collect more data than its existing human or computer firepower can adequately analyze and apply. For example, a company may have massive amounts of data on consumers’ digital behavior but lack insight about what it means or how it can be strategically applied. To address this, companies are using machine learning to support tasks such as programmatic buying of personalized digital ads or, in the case of Cisco Systems and IBM, to create tens of thousands of “propensity models” for determining which customers are likely to buy which products.;Press 
https://hbr.org/2018/01/artificial-intelligence-for-the-real-world;Selecting the technology. The third area to assess examines whether the AI tools being considered for each use case are truly up to the task. Chatbots and intelligent agents, for example, may frustrate some companies because most of them can’t yet match human problem solving beyond simple scripted cases (though they are improving rapidly). Other technologies, like robotic process automation that can streamline simple processes such as invoicing, may in fact slow down more-complex production systems. And while deep learning visual recognition systems can recognize images in photos and videos, they require lots of labeled data and may be unable to make sense of a complex visual field.;Press 
https://research.aimultiple.com/manufacturing-ai/;" Predictive maintenance
Manufacturers leverage AI technology to identify potential downtime and accidents by analyzing sensor data. AI systems help manufacturers forecast when or if functional equipment will fail so its maintenance and repair can be scheduled before the failure occurs. Thanks to AI-powered predictive maintenance, manufacturers can improve efficiency while reducing the cost of machine failure.";Press 
https://research.aimultiple.com/manufacturing-ai/;"2. Generative design
Generative design uses machine learning algorithms to mimic an engineer’s approach to design. Designers or engineers enter parameters of design (such as materials, size, weight, strength, manufacturing methods, and cost constraints) into generative design software and the software provides all the possible outcomes that can be created with those parameters. With this method, manufacturers quickly generate thousands of design options for one product.";Press 
https://research.aimultiple.com/manufacturing-ai/;"3. Price forecasting of raw material
The extreme price volatility of raw materials has always been a challenge for manufacturers. Businesses have to adapt to the unstable price of raw materials to remain competitive in the market. AI-powered software like can predict materials prices more accurately than humans and it learns from its mistakes.";Press 
https://research.aimultiple.com/manufacturing-ai/;"4. Robotics
Industrial robots, also referred to as manufacturing robots, automate repetitive tasks, prevent or reduce human error to a negligible rate, and shift human workers’ focus to more productive areas of the operation. Applications of robots in plants vary. Applications include assembly, welding, painting, product inspection, picking and placing, die casting, drilling, glass making, and grinding.

Industrial robots have been in manufacturing plants since the late 1970s. With the addition of artificial intelligence, an industrial robot can monitor its own accuracy and performance, and train itself to get better. Some manufacturing robots are equipped with machine vision that helps the robot achieve precise mobility in complex and random environments.

Cobots are another robotics application that uses machine vision to work safely alongside human workers to complete a task that cannot be fully automated. Feel free to learn more about cobots with our comprehensive guide.";Press 
https://research.aimultiple.com/manufacturing-ai/;"5. Edge analytics
Edge analytics provides fast and decentralized insights from data sets collected from sensors on machines. Manufacturers collect and analyze data on edge to reduce time to insight. Edge analytics has three use cases in manufacturing:

Improving production quality and yield
Detecting early signs of deteriorating performance and risk of failure
Tracking worker health and safety by using wearables
To learn more about analytics in manufacturing, feel free to read our in-depth article about the top 10 manufacturing analytics use cases.";Press 
https://research.aimultiple.com/manufacturing-ai/;"6. Quality assurance
Quality assurance is the maintenance of a desired level of quality in a service or product. Assembly lines are data-driven, interconnected, and autonomous networks. These assembly lines work based on a set of parameters and algorithms that provide guidelines to produce the best possible end-products. AI systems can detect the differences from the usual outputs by using machine vision technology since most defects are visible. When an end-product is of lower quality than expected, AI systems trigger an alert to users so that they can react to make adjustments";Press 
https://research.aimultiple.com/manufacturing-ai/;"7. Inventory management
Machine learning solutions can promote inventory planning activities as they are good at dealing with demand forecasting and supply planning.  AI-powered demand forecasting tools provide more accurate results than traditional demand forecasting methods (ARIMA, exponential smoothing, etc) engineers use in manufacturing facilities. These tools enable businesses to manage inventory levels better so that cash-in-stock and out-of-stock scenarios are less likely to happen.";Press 
https://research.aimultiple.com/manufacturing-ai/;"Process optimization
AI-powered software can help organizations optimize processes to achieve sustainable production levels. Manufacturers can prefer AI-powered process mining tools to identify and eliminate bottlenecks in the organization’s processes. For instance, timely and accurate delivery to a customer is the ultimate goal in the manufacturing industry. However, if the company has several factories in different regions, building a consistent delivery system is difficult.

By using a process mining tool, manufacturers can compare the performance of different regions down to individual process steps, including duration, cost, and the person performing the step. These insights help streamline processes and identify bottlenecks so that manufacturers can take action.";Press 
https://research.aimultiple.com/manufacturing-ai/;"9. AI-Powered digital twin use cases
A digital twin is a virtual representation of a real-world product or asset. By combining AI techniques with digital twins, manufacturers can improve their understanding of the product and allow businesses to experiment in future actions that may enhance asset performance. There are typically 4 applications of digital twins in manufacturing:";Press 
https://research.aimultiple.com/manufacturing-ai/;"10. Product development
Manufacturers can use digital twins before a product’s physical counterpart is manufactured. This application enables businesses to collect data from the virtual twin and improve the original product based on data.";Press 
https://research.aimultiple.com/manufacturing-ai/;" Design customization
Due to the shift toward personalization in consumer demand, manufacturers can leverage digital twins to design various permutations of the product. This allows customers to purchase the product based on performance metrics rather than its design.";Press 
https://research.aimultiple.com/manufacturing-ai/;"Shop floor performance improvement
A digital twin can be used to monitor and analyze the production process to identify where quality issues may occur or where the performance of the product is lower than intended.";Press 
